Date_,ls_ret
2002-11-14,-0.0012108567758863209
2002-11-15,6.154688393694305e-05
2002-11-18,-0.0037833486048887963
2002-11-19,-0.002395081156150782
2002-11-20,-0.004409922637523261
2002-11-21,-0.004739156416793032
2002-11-22,-0.0026441265908358096
2002-11-25,-0.007224696417324149
2002-11-26,-0.00026305698514890517
2002-11-27,-0.0015819482287355291
2002-11-28,-0.001021296456193796
2002-11-29,-0.003981266356226217
2002-12-02,-0.005173775056364482
2002-12-03,0.0032827368292314713
2002-12-04,0.007108044195369471
2002-12-05,0.0007237394582201759
2002-12-06,0.0019165853993482064
2002-12-09,0.004020110244598489
2002-12-10,-0.0016726694162644516
2002-12-11,0.001016246910901629
2002-12-12,-0.0035678816137785976
2002-12-13,-0.0029224273142998934
2002-12-16,-0.00165368310703656
2002-12-17,0.00117285310961476
2002-12-18,0.003951749504842929
2002-12-19,-0.00037102032550865975
2002-12-20,-0.0005549276112386172
2002-12-23,0.0009065497911091433
2002-12-24,0.00014881339708513794
2002-12-25,
2002-12-26,-0.0007001369170685437
2002-12-27,0.001328669152087547
2002-12-30,0.0023984108791972217
2002-12-31,-0.003373595631802488
2003-01-01,
2003-01-02,-0.004710961017779906
2003-01-03,-0.0004336905906048057
2003-01-06,0.00032512584468379193
2003-01-07,0.003150922675276204
2003-01-08,0.0008048375486590984
2003-01-09,-0.005993452407839949
2003-01-10,-0.0037461712981036936
2003-01-13,0.0032502237229046294
2003-01-14,-0.0008022421178835907
2003-01-15,1.9488139818458722e-05
2003-01-16,-0.005111531552114293
2003-01-17,0.006415772559792678
2003-01-20,-0.0044232186717044625
2003-01-21,0.006119448302005274
2003-01-22,0.0010114971198455867
2003-01-23,-0.0037591439245457676
2003-01-24,0.006348175470416555
2003-01-27,0.0030113425973379154
2003-01-28,-0.004228605751968326
2003-01-29,0.00043688724377383993
2003-01-30,0.001310511338397089
2003-01-31,-0.00034449650752459046
2003-02-03,0.0009742426315955264
2003-02-04,0.001735035759528166
2003-02-05,0.00021372889863847594
2003-02-06,0.0020382136692238587
2003-02-07,0.0008147938862263728
2003-02-10,0.0016105682022835453
2003-02-11,0.0015858418580154084
2003-02-12,0.002140021629323232
2003-02-13,0.0014355858462485928
2003-02-14,0.0010764090461540738
2003-02-17,-0.011230618238451713
2003-02-18,-0.001950274547078483
2003-02-19,0.0016130599939885087
2003-02-20,-0.0006126922715336329
2003-02-21,0.0018753430432514877
2003-02-24,-0.0009746174748724884
2003-02-25,0.002978010023255507
2003-02-26,0.0009772875601540183
2003-02-27,-0.002740524576205162
2003-02-28,-0.00013546604135406147
2003-03-03,-0.0006494543778096133
2003-03-04,0.001543178370914742
2003-03-05,-0.0015512028924521083
2003-03-06,0.0007091031548502721
2003-03-07,0.0022245551292337227
2003-03-10,0.0009708695982579091
2003-03-11,0.0004948062959087951
2003-03-12,-0.0016188240254301225
2003-03-13,-0.0012431791221153672
2003-03-14,-0.005084293782516483
2003-03-17,-0.002419000713159248
2003-03-18,-0.004207808993115723
2003-03-19,-0.0017470598568963159
2003-03-20,-0.0015995686407398791
2003-03-21,0.0016571677871542818
2003-03-24,0.002749100032718512
2003-03-25,-0.0029265653993621643
2003-03-26,0.0027315992976493465
2003-03-27,-0.0012993501179920644
2003-03-28,0.003858455083123802
2003-03-31,0.003953244438036642
2003-04-01,-0.0036614450382572656
2003-04-02,-0.0033717262443036093
2003-04-03,0.0002449783350409534
2003-04-04,-0.0021184605702300077
2003-04-07,-0.000538665147441378
2003-04-08,-0.0015486786740375315
2003-04-09,0.00030578855956112463
2003-04-10,-0.00144069285709657
2003-04-11,-0.0009353692986235978
2003-04-14,5.438057679565441e-06
2003-04-15,-0.003004800549380989
2003-04-16,0.0008464698625664132
2003-04-17,-0.00119409175421057
2003-04-18,
2003-04-21,-0.0008583982431251248
2003-04-22,-0.0029291649808612023
2003-04-23,-0.002083599050245606
2003-04-24,-0.002555753153080575
2003-04-25,0.001740956907603861
2003-04-28,-0.0029049052513600523
2003-04-29,0.0025351002248102817
2003-04-30,-0.0021809323841409808
2003-05-01,0.0002836025315260367
2003-05-02,-0.004039162256184202
2003-05-05,0.0001313297737725131
2003-05-06,-0.0017018440362126098
2003-05-07,-0.0014692986292286876
2003-05-08,0.00029624760698406357
2003-05-09,-0.004344745499634179
2003-05-12,-0.004017472821705333
2003-05-13,-0.001418898144039737
2003-05-14,-0.0020943758792650105
2003-05-15,-0.0056808440053455695
2003-05-16,0.0007123470891154032
2003-05-19,0.0032393879614365058
2003-05-20,0.0016057218716784133
2003-05-21,0.0005986375294688306
2003-05-22,-0.0030714719857636644
2003-05-23,-0.0009660935628056809
2003-05-26,0.00027371842782963896
2003-05-27,-0.0044469375348992
2003-05-28,-0.004088714693594982
2003-05-29,-0.003993158521595667
2003-05-30,-0.0024486700494987007
2003-06-02,-0.0039516692295449235
2003-06-03,0.0038486295377338714
2003-06-04,-0.004551356791437934
2003-06-05,-0.0038706367227968174
2003-06-06,5.398680085171776e-05
2003-06-09,0.003995784249560952
2003-06-10,-0.0005291272209072218
2003-06-11,0.0015630566265816834
2003-06-12,-0.0035438518762794043
2003-06-13,0.004759786991429442
2003-06-16,-0.0006939466965459919
2003-06-17,0.0004614710292802201
2003-06-18,-0.00018168072690350495
2003-06-19,0.0032529804896100274
2003-06-20,-0.0019930552790027294
2003-06-23,0.003122271107451442
2003-06-24,0.0003000807859231241
2003-06-25,0.0014901056267201632
2003-06-26,-0.0004568368153244232
2003-06-27,0.0007298640710168327
2003-06-30,7.352769810591267e-05
2003-07-01,0.0019687063755150645
2003-07-02,-0.0021878181068190387
2003-07-03,0.0005782805388249325
2003-07-04,-0.003325369712071239
2003-07-07,-0.002260473286489992
2003-07-08,-0.004626326270458725
2003-07-09,-0.000818395039631599
2003-07-10,0.0018736249179512067
2003-07-11,-0.0005420142319038299
2003-07-14,0.000370656298430776
2003-07-15,0.0005515541347119936
2003-07-16,-0.0017257729464489413
2003-07-17,0.0024528409257950066
2003-07-18,0.0005991852863690695
2003-07-21,0.0026339053512093404
2003-07-22,-0.005524223657348608
2003-07-23,8.271090456098911e-06
2003-07-24,0.0020257749305554427
2003-07-25,-0.001190475163762136
2003-07-28,-0.0024753731685990947
2003-07-29,-0.00022026484712977924
2003-07-30,-0.001800539193494101
2003-07-31,-0.006154581963679888
2003-08-01,-0.0010331250158207997
2003-08-04,-0.0011166042453550733
2003-08-05,0.002737380263993164
2003-08-06,0.0015376867618148984
2003-08-07,0.0005394455307634839
2003-08-08,0.0006639417650482924
2003-08-11,0.0003394101534804384
2003-08-12,0.0005948534597709896
2003-08-13,-0.0008063728541159742
2003-08-14,-0.0003848719648927521
2003-08-15,-0.0012951683928162383
2003-08-18,0.0003571661347440662
2003-08-19,-0.0032886556943444866
2003-08-20,-0.002495650896497503
2003-08-21,-0.004302987001878606
2003-08-22,0.0003722321786808748
2003-08-25,-0.0006299257298973289
2003-08-26,0.0009090065043226529
2003-08-27,-0.0017050901715073615
2003-08-28,-0.0008539412723671697
2003-08-29,0.0012202354341614386
2003-09-01,
2003-09-02,0.0005061367919325635
2003-09-03,-0.0020980956595517096
2003-09-04,0.0010370355835003652
2003-09-05,0.0011224623172327811
2003-09-08,-0.0032540538199055855
2003-09-09,0.0006615298637500321
2003-09-10,0.0007509387224984705
2003-09-11,0.00032965711539817584
2003-09-12,0.00017634460481087946
2003-09-15,0.0007678863549596892
2003-09-16,-0.0018017165771049776
2003-09-17,0.002307976086915302
2003-09-18,-0.0002604692860936529
2003-09-19,-0.0009957780986312153
2003-09-22,0.0014992177424919956
2003-09-23,6.539623016612288e-05
2003-09-24,0.002299961518411876
2003-09-25,0.002633276648054842
2003-09-26,0.00045998905655469555
2003-09-29,0.0003459790278281522
2003-09-30,0.0026495015643271053
2003-10-01,-0.002168867635683517
2003-10-02,0.002178992394339949
2003-10-03,-0.0026546729820569694
2003-10-06,0.000619095035811482
2003-10-07,-0.0011130988769025752
2003-10-08,0.0019001547214757921
2003-10-09,-0.0015686973764576831
2003-10-10,0.0012388498608410824
2003-10-13,0.0016921709212134742
2003-10-14,-0.0009014343216188328
2003-10-15,-0.002030401319620805
2003-10-16,0.0034552152219698056
2003-10-17,-0.001996815796330458
2003-10-20,0.0032825535735963975
2003-10-21,0.00027556370644485296
2003-10-22,-0.00017238738832256622
2003-10-23,0.0015037363869141612
2003-10-24,-0.0027919494464467695
2003-10-27,0.0005888241748326819
2003-10-28,0.0005244378160624794
2003-10-29,-0.0005826075040286263
2003-10-30,0.0012002099177549287
2003-10-31,1.3012080148205503e-05
2003-11-03,0.0035626016054908284
2003-11-04,0.0002991733922968334
2003-11-05,0.0010737613600691894
2003-11-06,-0.0008089021078416997
2003-11-07,-0.003274724960772736
2003-11-10,0.0018992463041828224
2003-11-11,-0.0008476102058062937
2003-11-12,0.0009744884880252155
2003-11-13,0.0003167041418214928
2003-11-14,-0.00019246150841556738
2003-11-17,0.0016972222451672844
2003-11-18,0.0001598741369302579
2003-11-19,-0.00034517159291713067
2003-11-20,0.0005710994295500629
2003-11-21,0.0008136376456496106
2003-11-24,-0.00042729577043848716
2003-11-25,-0.0008495207315697791
2003-11-26,-0.0014271120064592961
2003-11-27,-0.0053168143970980936
2003-11-28,0.0005392898866183941
2003-12-01,-0.00020623348770590501
2003-12-02,0.00106600826052822
2003-12-03,-0.00010629871569882913
2003-12-04,-0.0016709981004115783
2003-12-05,-0.002175404513225556
2003-12-08,-0.0020290489136352338
2003-12-09,-0.000952337766892963
2003-12-10,-0.002762894609024745
2003-12-11,-0.0005759773884386226
2003-12-12,-0.0017311257579408466
2003-12-15,0.00028009564179454677
2003-12-16,0.00046459273400824557
2003-12-17,-0.0003103051308374202
2003-12-18,-0.0014500098069789005
2003-12-19,-0.002530257162714435
2003-12-22,-0.0008054412754953382
2003-12-23,-0.0020577413735755243
2003-12-24,-0.0010868268514000504
2003-12-25,-0.004925709950412527
2003-12-26,-0.0011840332999453218
2003-12-29,-0.0016044062046873424
2003-12-30,-0.00031696956125438786
2003-12-31,-0.0017464555931468056
2004-01-02,-0.0009406589313323501
2004-01-05,-0.0032605639990492354
2004-01-06,0.0018138701922187747
2004-01-07,-2.3586119049762772e-05
2004-01-08,-0.004366289510734597
2004-01-09,0.001895450406048716
2004-01-12,-0.00010724698466631024
2004-01-13,0.0017446908575607324
2004-01-14,-0.00019869785394044487
2004-01-15,0.0008483540468061959
2004-01-16,-0.0019256663888946315
2004-01-19,0.0020513446737473583
2004-01-20,-0.0021355272141006733
2004-01-21,-0.0005136792761864659
2004-01-22,0.0027105542500533027
2004-01-23,-0.0016716927725722174
2004-01-26,-0.0006205376993520179
2004-01-27,-0.0015689674231140823
2004-01-28,-0.0006920485076465069
2004-01-29,0.00036338462300471516
2004-01-30,0.0004856433545305691
2004-02-02,0.0003840467703853894
2004-02-03,0.0007812468501119907
2004-02-04,0.0016228311947013051
2004-02-05,-0.0010957163293784738
2004-02-06,-0.0012763660844103692
2004-02-09,-0.0005788220507392732
2004-02-10,-0.0032467106855785387
2004-02-11,0.0014558224395239826
2004-02-12,0.0017080708596847625
2004-02-13,0.0012571813651758353
2004-02-16,-0.017971672095715138
2004-02-17,-0.002365153349286481
2004-02-18,-0.0009965285550632308
2004-02-19,0.0019360680072128226
2004-02-20,0.001178198164245086
2004-02-23,0.0018656322639096278
2004-02-24,-0.00017658641201718242
2004-02-25,-0.0003689692202678497
2004-02-26,-0.002549297335897427
2004-02-27,0.00023424920625749612
2004-03-01,7.998355141443268e-05
2004-03-02,0.00023347782089888197
2004-03-03,-0.0010524253260046346
2004-03-04,-0.002752918189987177
2004-03-05,0.0009154326853532631
2004-03-08,0.0004337101832096733
2004-03-09,0.0008008029518858652
2004-03-10,0.00030052244694279783
2004-03-11,-0.0008905254522127907
2004-03-12,-0.0002294718762934276
2004-03-15,0.0017004770425429934
2004-03-16,0.0005558621495064043
2004-03-17,-0.001939376025716777
2004-03-18,-0.0004463319436776377
2004-03-19,0.0007065777301822884
2004-03-22,0.0013904033566313838
2004-03-23,0.0012001390450041582
2004-03-24,-0.00023758782401508838
2004-03-25,-1.742488735576549e-05
2004-03-26,0.00022914451311912645
2004-03-29,0.0007946071717805903
2004-03-30,-0.000428603206685534
2004-03-31,0.0009664753850228492
2004-04-01,0.0010096242532011577
2004-04-02,4.6624494586057804e-05
2004-04-05,-0.0001136736001848641
2004-04-06,0.0011451224295824
2004-04-07,0.00048745941711679166
2004-04-08,0.0005109194800492151
2004-04-09,0.0031460949214714984
2004-04-12,0.0006433949741705266
2004-04-13,0.0002498418034625864
2004-04-14,-0.002431225445106914
2004-04-15,-0.00018615653544642446
2004-04-16,0.0012465827363125495
2004-04-19,-0.0020991475399660792
2004-04-20,0.0023274591318550287
2004-04-21,9.73417683070628e-05
2004-04-22,0.0010838764342613603
2004-04-23,0.0006014746791406289
2004-04-26,-0.0027441582437872382
2004-04-27,0.0008843059675535044
2004-04-28,-0.002088272470567237
2004-04-29,-0.0006087651329541957
2004-04-30,4.6098966854966685e-05
2004-05-03,0.0012776674966116855
2004-05-04,0.003135505927299674
2004-05-05,0.0004913607717633837
2004-05-06,-0.0014186796805974718
2004-05-07,-0.0007480066856619652
2004-05-10,0.0013277816433561937
2004-05-11,0.002317125521816686
2004-05-12,-7.023449486506882e-05
2004-05-13,0.00010513374762931722
2004-05-14,0.00010085727298169412
2004-05-17,-0.0003656068297992393
2004-05-18,0.002781627657183222
2004-05-19,0.004519945410555119
2004-05-20,-0.0005806542321028682
2004-05-21,0.00040151711482070877
2004-05-24,0.0002418270220465832
2004-05-25,0.00266939291744777
2004-05-26,-0.001167171644181797
2004-05-27,0.001415081241331788
2004-05-28,0.0009048132687383568
2004-05-31,0.006518135042156362
2004-06-01,0.0021070726679320046
2004-06-02,-0.0016563949538963018
2004-06-03,0.0001795925960447916
2004-06-04,0.00034500259723727137
2004-06-07,0.0013526565121835567
2004-06-08,0.0009409049840431315
2004-06-09,7.960344847025556e-05
2004-06-10,0.0006697873038034257
2004-06-11,0.005304395535603949
2004-06-14,-0.00014789911273797908
2004-06-15,-0.001031855711787806
2004-06-16,-0.00465816276598296
2004-06-17,-0.00291422762174225
2004-06-18,-0.0005173422168405354
2004-06-21,0.0006801072425004455
2004-06-22,0.0006919782379006473
2004-06-23,-3.960650480257634e-05
2004-06-24,-0.00036859022371054853
2004-06-25,-0.0007896079308675369
2004-06-28,0.0016206412931442594
2004-06-29,-0.0015148889336433348
2004-06-30,0.0010720238850735514
2004-07-01,-0.0005119716834613367
2004-07-02,-0.0012756648633590255
2004-07-05,-0.0018858079928869194
2004-07-06,0.0011636074554730981
2004-07-07,-0.0005438080696371956
2004-07-08,0.0027175580496000755
2004-07-09,0.0015451437988209097
2004-07-12,0.0003386530635461884
2004-07-13,0.000240242661330118
2004-07-14,0.0009252193002179772
2004-07-15,0.0005249813442840245
2004-07-16,0.0026604410644781246
2004-07-19,0.0012827549809198225
2004-07-20,-0.0007236906025554316
2004-07-21,0.0032419810827099688
2004-07-22,0.0004674433496082343
2004-07-23,-0.00034170181919291785
2004-07-26,0.00012481552109084755
2004-07-27,0.0016533494166028854
2004-07-28,-0.0021651060949613565
2004-07-29,0.0033746688719054926
2004-07-30,0.0007821301670040927
2004-08-02,0.002994365065419557
2004-08-03,-0.0024938466502130267
2004-08-04,-0.0006626992946394631
2004-08-05,-0.003995308515911267
2004-08-06,-0.002943672219652735
2004-08-09,0.0023014811331716336
2004-08-10,0.0017666151379317507
2004-08-11,-0.0037478980042162232
2004-08-12,0.0013816754672921917
2004-08-13,-0.001356874846311816
2004-08-16,0.0001721816667234612
2004-08-17,0.0004971231176075552
2004-08-18,-0.0022193475596692484
2004-08-19,-0.0008211671122261184
2004-08-20,-0.005340767165174019
2004-08-23,0.001027437901886612
2004-08-24,-0.0026182540232072326
2004-08-25,-0.0016456159695923901
2004-08-26,-0.00023465405225403863
2004-08-27,-0.0015558367843172389
2004-08-30,-0.0006373420221809801
2004-08-31,-0.0008471091896131496
2004-09-01,-0.0006578085124192183
2004-09-02,-0.000572598673911001
2004-09-03,-0.00173948857534005
2004-09-06,-0.0010202922044582063
2004-09-07,0.00018951570962498629
2004-09-08,-5.256216098456215e-05
2004-09-09,0.004878749745426339
2004-09-10,-0.00043717191668358915
2004-09-13,0.0018271260841002035
2004-09-14,0.00047790736959065584
2004-09-15,-0.0003638612259665822
2004-09-16,-0.00043027721805028514
2004-09-17,0.000682498273854087
2004-09-20,0.001062000509877116
2004-09-21,0.0008047803321797249
2004-09-22,0.00038606151643205347
2004-09-23,-0.00027190011265076425
2004-09-24,0.00019031760777331186
2004-09-27,0.003982014845761635
2004-09-28,-0.0020981381478750024
2004-09-29,0.0011918549602621827
2004-09-30,-0.0005431122335604832
2004-10-01,0.0032273821161543275
2004-10-04,-0.001646039982697137
2004-10-05,0.0014112014342010618
2004-10-06,0.001906896741340922
2004-10-07,0.001807932840644749
2004-10-08,-0.0018199850456330718
2004-10-11,-8.26932443076198e-05
2004-10-12,0.0006382785735553012
2004-10-13,0.0007891431593617001
2004-10-14,-0.00040545094020869043
2004-10-15,0.0008544780917355474
2004-10-18,-0.002064408084766717
2004-10-19,0.0014947256312213197
2004-10-20,0.0032824380199672726
2004-10-21,0.003988990102794572
2004-10-22,-0.0021544627337241424
2004-10-25,0.0016055665551788702
2004-10-26,-0.00018440793401004437
2004-10-27,-0.0019434690408711931
2004-10-28,-0.001243149376957012
2004-10-29,0.0008774250607260517
2004-11-01,-0.00020079819545443746
2004-11-02,3.264370725464606e-05
2004-11-03,0.0005895359556068603
2004-11-04,0.0013907282362539373
2004-11-05,-2.7063040327835436e-06
2004-11-08,0.0007770780140783859
2004-11-09,-0.0004915892280644526
2004-11-10,-0.0003469811819118134
2004-11-11,-0.0017958797989741663
2004-11-12,-9.937499389362902e-05
2004-11-15,-0.00244646087395646
2004-11-16,-0.0010514636989316006
2004-11-17,-0.000647353744282399
2004-11-18,0.0007440204128680022
2004-11-19,-0.0003395017155462786
2004-11-22,0.0023154233605038057
2004-11-23,0.0008613098583110078
2004-11-24,5.863643111550565e-05
2004-11-25,0.003622969302967208
2004-11-26,0.00045981088612922664
2004-11-29,-0.0014444406987700806
2004-11-30,0.0002504469112628296
2004-12-01,-7.121054363181502e-05
2004-12-02,-0.001864380273014316
2004-12-03,0.0010718200648476878
2004-12-06,0.0011468852564439885
2004-12-07,-0.002157265051281191
2004-12-08,-0.0007257387740671076
2004-12-09,-0.0002151360116644014
2004-12-10,0.00028374166380980384
2004-12-13,0.0007848158162552311
2004-12-14,-0.0007328825897461867
2004-12-15,0.00015756768415910174
2004-12-16,-0.004061907802803502
2004-12-17,0.0016365954736313507
2004-12-20,0.0004878613159671191
2004-12-21,-0.0004877356408761629
2004-12-22,-0.0019148151750633736
2004-12-23,0.0003928134431564464
2004-12-24,-0.0017186901114415731
2004-12-27,-0.0007430654114013133
2004-12-28,0.0012492401773432904
2004-12-29,-0.0012098396929548971
2004-12-30,-0.0013981140239770545
2004-12-31,0.0005773117622914027
2005-01-03,-0.0007093984685840849
2005-01-04,-0.0013933126459301842
2005-01-05,0.0012460877791129134
2005-01-06,-0.001401841472599119
2005-01-07,0.0009267039958796353
2005-01-10,0.0017413492264115183
2005-01-11,-0.001445697069987569
2005-01-12,0.0019562929088167073
2005-01-13,0.0019809624177504273
2005-01-14,0.0014031347590383694
2005-01-17,-0.004109100353051738
2005-01-18,0.0003356421384408968
2005-01-19,0.0006357193773585934
2005-01-20,0.0009383117994639217
2005-01-21,0.00034368866390582884
2005-01-24,0.0023979738801191614
2005-01-25,0.0017088730282256764
2005-01-26,-0.00242889923780843
2005-01-27,6.0152350465986685e-05
2005-01-28,0.0002725786024145918
2005-01-31,-0.0007702938355367877
2005-02-01,0.0005379362261487442
2005-02-02,-0.001391958886703159
2005-02-03,0.0021713611018508985
2005-02-04,0.0008150047903447611
2005-02-07,-0.0015018528097670934
2005-02-08,-6.971999228351751e-05
2005-02-09,0.00022318777630408966
2005-02-10,-0.0002545104443890548
2005-02-11,0.0003405983498926044
2005-02-14,-0.00035508843484857223
2005-02-15,0.0013891803475800444
2005-02-16,0.001569769371442181
2005-02-17,0.00031469020548260176
2005-02-18,0.00040851081398037914
2005-02-21,-0.0004241732895339023
2005-02-22,-0.002715258795998701
2005-02-23,0.001712333773589576
2005-02-24,0.000986225541639587
2005-02-25,0.0023079885750654206
2005-02-28,-0.0006982788769147447
2005-03-01,-0.0025927054965490465
2005-03-02,0.0030541913882845967
2005-03-03,0.0008430011971467598
2005-03-04,0.0048018949012464925
2005-03-07,-0.0008559094225870691
2005-03-08,-0.0002952768991538728
2005-03-09,-0.0016172369436477589
2005-03-10,-0.0035407195685809986
2005-03-11,0.0015192768438862172
2005-03-14,-0.0010425393164128903
2005-03-15,0.001235981803370325
2005-03-16,0.0008736155580563716
2005-03-17,0.0024600554941180395
2005-03-18,0.001331361595308771
2005-03-21,0.00036324049071097893
2005-03-22,-0.0005586013514544085
2005-03-23,-0.003095132794286575
2005-03-24,-0.0009886664163982122
2005-03-25,0.007689993306097816
2005-03-28,0.0019031907043950943
2005-03-29,-9.295332158958905e-06
2005-03-30,-0.0035376126695175177
2005-03-31,0.0021484645154730923
2005-04-01,0.003467080561570886
2005-04-04,0.0030437114258518388
2005-04-05,-0.00045702532273210705
2005-04-06,0.0016380998515100021
2005-04-07,-0.001052399715258512
2005-04-08,-0.0020396685213513372
2005-04-11,0.0009681751656359458
2005-04-12,0.001374560162815186
2005-04-13,-0.0016166845406249668
2005-04-14,7.605086694861418e-05
2005-04-15,-0.001117059206292032
2005-04-18,-0.0002772399629123179
2005-04-19,0.0021886501401461762
2005-04-20,0.001984459661404825
2005-04-21,0.00030088107578428555
2005-04-22,0.0023450731012993812
2005-04-25,0.002935632945214856
2005-04-26,0.001331747998599161
2005-04-27,0.0002074308373892527
2005-04-28,0.00020739442662049667
2005-04-29,0.001765947700994292
2005-05-02,0.002729470663989757
2005-05-03,-0.002516388255641175
2005-05-04,-0.0029512830169860153
2005-05-05,0.0012072314284011358
2005-05-06,0.001350547817776251
2005-05-09,0.0002608243430838192
2005-05-10,-0.0024477751448794523
2005-05-11,0.0008374937587925971
2005-05-12,-0.002087884173058847
2005-05-13,-0.0013120820599490464
2005-05-16,-0.0002251466091073426
2005-05-17,0.0014471500327706828
2005-05-18,-0.0031782478854325683
2005-05-19,-0.0020626639738186387
2005-05-20,-0.0033267252518842413
2005-05-23,0.00011153418799204885
2005-05-24,0.0010758528967436778
2005-05-25,0.0001649518339082611
2005-05-26,-0.0009351943282743101
2005-05-27,0.0004377118896130701
2005-05-30,-0.00023689736445904825
2005-05-31,0.00026814753486673965
2005-06-01,-0.001269042614617785
2005-06-02,-7.325878816802452e-05
2005-06-03,0.0007225513708541556
2005-06-06,0.0008764250779628433
2005-06-07,-0.0012913505204232261
2005-06-08,-0.0022231295489597794
2005-06-09,0.0018395523775202515
2005-06-10,-0.0013184653069946623
2005-06-13,-3.660754485412838e-05
2005-06-14,-0.0027243843526218847
2005-06-15,-0.000564916366013602
2005-06-16,-0.0014148804772660683
2005-06-17,0.0004943253261991964
2005-06-20,0.0020153586602431137
2005-06-21,-0.0006440007803519237
2005-06-22,-0.00029757563955021
2005-06-23,-0.0004121211453047385
2005-06-24,-1.8752325938956563e-05
2005-06-27,0.0030192157978489002
2005-06-28,-0.0015465019165987334
2005-06-29,-0.0004895136702919936
2005-06-30,0.0012179332335897491
2005-07-01,-0.0005647408775886339
2005-07-04,7.360973293789884e-05
2005-07-05,0.0004502776810947573
2005-07-06,-0.00023206655812683735
2005-07-07,0.0013776414941687595
2005-07-08,-0.0032472314387129355
2005-07-11,-0.0013358243010609672
2005-07-12,0.0005149841668348217
2005-07-13,-0.0007504499986947975
2005-07-14,-0.0007307968768725305
2005-07-15,0.0006298323647805562
2005-07-18,0.00016455714971351835
2005-07-19,-0.000191099383592919
2005-07-20,-0.0018967500832706148
2005-07-21,0.0014431868614833763
2005-07-22,-0.0018657520953977345
2005-07-25,-0.0003604100426782545
2005-07-26,-0.001448064875249719
2005-07-27,0.003978658797766394
2005-07-28,0.002527269133254786
2005-07-29,-0.0012908144986261013
2005-08-01,0.0010008471511008356
2005-08-02,0.000678356041083453
2005-08-03,-0.0004985121726443983
2005-08-04,0.00034455277224427404
2005-08-05,-0.0001717281660774486
2005-08-08,0.0029102040402319155
2005-08-09,-0.00014457592975180748
2005-08-10,-0.0005431436185032568
2005-08-11,-0.0002419965092723371
2005-08-12,-0.001227868651289314
2005-08-15,5.3684178550138314e-05
2005-08-16,-0.001034334996328733
2005-08-17,-0.0004437531276253717
2005-08-18,-1.8415753028167524e-05
2005-08-19,-0.00027256634279633794
2005-08-22,-0.00038355411302618805
2005-08-23,0.0008303162524769021
2005-08-24,0.0005169920211253449
2005-08-25,-0.0003436093008242472
2005-08-26,4.9198721140250134e-05
2005-08-29,0.0009330739650372601
2005-08-30,0.00011960764853389517
2005-08-31,0.0007556626144444925
2005-09-01,-0.00023476289383521368
2005-09-02,-0.001074983477900064
2005-09-05,-0.0005670955258094065
2005-09-06,0.0014186000010882817
2005-09-07,0.0007646399770043704
2005-09-08,-0.0010784562795955644
2005-09-09,0.0010436868544331523
2005-09-12,-0.0010291251162776053
2005-09-13,-0.00031324612259109677
2005-09-14,-1.1346260283267698e-05
2005-09-15,0.0013497396009363222
2005-09-16,0.002788563480850412
2005-09-19,0.0028314162675557876
2005-09-20,-0.0007718380215022791
2005-09-21,0.002228060553478868
2005-09-22,0.0005134123083472969
2005-09-23,-0.000910163306792182
2005-09-26,0.0006372735127779571
2005-09-27,0.0009272798780890401
2005-09-28,0.0003549727164357117
2005-09-29,0.001864975548516475
2005-09-30,0.0001638720286805123
2005-10-03,-0.0005922299021761974
2005-10-04,-0.0004196321369507432
2005-10-05,-0.0010546842131889714
2005-10-06,-0.0015644111374152427
2005-10-07,0.0021277187084571578
2005-10-10,0.0026791363776862485
2005-10-11,0.001365197741093916
2005-10-12,0.00137278579474278
2005-10-13,-0.001856801651645226
2005-10-14,0.0009841229610267645
2005-10-17,-0.0005570302993559766
2005-10-18,-0.0014924063145341487
2005-10-19,0.0019682593641678864
2005-10-20,-0.0014655469613739612
2005-10-21,0.0002936999190161257
2005-10-24,0.0034928880898738314
2005-10-25,0.00022608530691852526
2005-10-26,0.0022476578634563226
2005-10-27,0.0020888507201452227
2005-10-28,0.0020815057558755262
2005-10-31,-0.00331811696821998
2005-11-01,-0.001082743994942103
2005-11-02,-0.003602524370672296
2005-11-03,-0.0006778845637052768
2005-11-04,-0.002797537102650065
2005-11-07,-0.0007006930948860072
2005-11-08,0.0024830625614361518
2005-11-09,-0.0017974823795927069
2005-11-10,-0.0020884051737118593
2005-11-11,-0.001565696525597093
2005-11-14,-0.00015036741253291507
2005-11-15,-0.0004988813019062027
2005-11-16,0.0027958979334201193
2005-11-17,-0.00016614794976101404
2005-11-18,-0.0023354319823469163
2005-11-21,-0.0004206658646276546
2005-11-22,0.0007269628579725988
2005-11-23,-0.00450846321650079
2005-11-24,-0.007917892142304862
2005-11-25,-7.59921627448594e-05
2005-11-28,-0.002171372501244054
2005-11-29,0.0006005919340107646
2005-11-30,0.001887470558265693
2005-12-01,0.001597245111637533
2005-12-02,0.0013436323433841314
2005-12-05,0.001803633990154425
2005-12-06,-0.00010943381999237941
2005-12-07,-0.0011393965779223473
2005-12-08,0.00024321998802808104
2005-12-09,-0.0011626622928487989
2005-12-12,0.0003007362253420061
2005-12-13,-0.0008198027420964756
2005-12-14,0.00038594844469309886
2005-12-15,0.0006549002518393666
2005-12-16,-0.0013017327025460308
2005-12-19,0.001186244807916875
2005-12-20,0.0012125792444024103
2005-12-21,0.0011761962311385029
